T_A[K] T_B[K] CNT sr860x[V] sr860y[V] sr860f[Hz] sr860sin[V] yyyy-mm-dd hh:mm:ss.ccccc
114.151667 113.630000 258 0.14592114 -0.00164989 33.3330 1.0000000000 2022-12-21 22:14:36.009095
114.151667 113.640000 259 0.14585472 -0.00164717 33.3330 1.0000000000 2022-12-21 22:14:37.906265
114.155000 113.650000 260 0.14577748 -0.00164405 33.3330 1.0000000000 2022-12-21 22:14:39.789454
114.165000 113.655000 261 0.14570010 -0.00164092 33.3330 1.0000000000 2022-12-21 22:14:41.669436
114.175000 113.658333 262 0.14562454 -0.00163839 33.3330 1.0000000000 2022-12-21 22:14:43.557081
114.185000 113.660000 263 0.14553740 -0.00163553 33.3330 1.0000000000 2022-12-21 22:14:45.522819
114.188333 113.670000 264 0.14547484 -0.00163334 33.3330 1.0000000000 2022-12-21 22:14:47.385293
114.195000 113.670000 265 0.14541036 -0.00163145 33.3330 1.0000000000 2022-12-21 22:14:49.269830
114.193333 113.673333 266 0.14534943 -0.00162898 33.3330 1.0000000000 2022-12-21 22:14:51.154912
114.195000 113.681667 267 0.14529483 -0.00162717 33.3330 1.0000000000 2022-12-21 22:14:53.023358
114.201667 113.690000 268 0.14524133 -0.00162546 33.3330 1.0000000000 2022-12-21 22:14:54.888982
114.208333 113.690000 269 0.14518439 -0.00162265 33.3330 1.0000000000 2022-12-21 22:14:56.773300
114.211667 113.701667 270 0.14513747 -0.00162064 33.3330 1.0000000000 2022-12-21 22:14:58.642383
114.218333 113.710000 271 0.14508704 -0.00161890 33.3330 1.0000000000 2022-12-21 22:15:00.528268
114.228333 113.720000 272 0.14503456 -0.00161782 33.3330 1.0000000000 2022-12-21 22:15:02.395181
114.236667 113.720000 273 0.14498595 -0.00161523 33.3330 1.0000000000 2022-12-21 22:15:04.278012
114.240000 113.731667 274 0.14492397 -0.00161305 33.3330 1.0000000000 2022-12-21 22:15:06.149826
114.248333 113.740000 275 0.14486656 -0.00161125 33.3330 1.0000000000 2022-12-21 22:15:08.063920
114.251667 113.750000 276 0.14479143 -0.00160835 33.3330 1.0000000000 2022-12-21 22:15:09.931238
114.263333 113.758333 277 0.14472000 -0.00160519 33.3330 1.0000000000 2022-12-21 22:15:11.818735
114.270000 113.760000 278 0.14465792 -0.00160227 33.3330 1.0000000000 2022-12-21 22:15:13.673059
114.275000 113.770000 279 0.14457162 -0.00160019 33.3330 1.0000000000 2022-12-21 22:15:15.534856
114.285000 113.770000 280 0.14449828 -0.00159711 33.3330 1.0000000000 2022-12-21 22:15:17.417200
114.293333 113.778333 281 0.14441554 -0.00159526 33.3330 1.0000000000 2022-12-21 22:15:19.286880
114.305000 113.781667 282 0.14433581 -0.00159242 33.3330 1.0000000000 2022-12-21 22:15:21.152382
114.316667 113.788333 283 0.14426304 -0.00159009 33.3330 1.0000000000 2022-12-21 22:15:23.031385
114.326667 113.790000 284 0.14418753 -0.00158648 33.3330 1.0000000000 2022-12-21 22:15:24.914681
114.335000 113.790000 285 0.14409539 -0.00158366 33.3330 1.0000000000 2022-12-21 22:15:26.783374
114.341667 113.798333 286 0.14401234 -0.00158060 33.3330 1.0000000000 2022-12-21 22:15:28.629240
114.346667 113.811667 287 0.14392485 -0.00157738 33.3330 1.0000000000 2022-12-21 22:15:30.531633
114.355000 113.823333 288 0.14383474 -0.00157427 33.3330 1.0000000000 2022-12-21 22:15:32.421921
114.363333 113.825000 289 0.14376127 -0.00157124 33.3330 1.0000000000 2022-12-21 22:15:34.338929
114.373333 113.830000 290 0.14366964 -0.00156807 33.3330 1.0000000000 2022-12-21 22:15:36.192559
114.385000 113.830000 291 0.14358986 -0.00156551 33.3330 1.0000000000 2022-12-21 22:15:38.111453
114.388333 113.838333 292 0.14350386 -0.00156231 33.3330 1.0000000000 2022-12-21 22:15:40.048250
114.393333 113.843333 293 0.14341737 -0.00155949 33.3330 1.0000000000 2022-12-21 22:15:41.982146
114.401667 113.865000 294 0.14333864 -0.00155619 33.3330 1.0000000000 2022-12-21 22:15:43.835210
114.406667 113.870000 295 0.14327093 -0.00155444 33.3330 1.0000000000 2022-12-21 22:15:45.734513
114.413333 113.870000 296 0.14318447 -0.00155091 33.3330 1.0000000000 2022-12-21 22:15:47.622276
114.425000 113.878333 297 0.14310088 -0.00154814 33.3330 1.0000000000 2022-12-21 22:15:49.525273
114.431667 113.885000 298 0.14302612 -0.00154600 33.3330 1.0000000000 2022-12-21 22:15:51.466286
114.438333 113.895000 299 0.14294582 -0.00154329 33.3330 1.0000000000 2022-12-21 22:15:53.341264
114.446667 113.890000 300 0.14287587 -0.00154093 33.3330 1.0000000000 2022-12-21 22:15:55.216301
114.450000 113.900000 301 0.14280079 -0.00153829 33.3330 1.0000000000 2022-12-21 22:15:57.121292
114.455000 113.910000 302 0.14273060 -0.00153560 33.3330 1.0000000000 2022-12-21 22:15:58.995914
114.460000 113.910000 303 0.14265079 -0.00153281 33.3330 1.0000000000 2022-12-21 22:16:00.866227
114.465000 113.910000 304 0.14258730 -0.00153065 33.3330 1.0000000000 2022-12-21 22:16:02.717111
114.473333 113.910000 305 0.14251999 -0.00152817 33.3330 1.0000000000 2022-12-21 22:16:04.592751
114.475000 113.916667 306 0.14246556 -0.00152635 33.3330 1.0000000000 2022-12-21 22:16:06.461753
114.481667 113.940000 307 0.14241720 -0.00152470 33.3330 1.0000000000 2022-12-21 22:16:08.348033
114.488333 113.950000 308 0.14237134 -0.00152316 33.3330 1.0000000000 2022-12-21 22:16:10.212466
114.491667 113.950000 309 0.14232235 -0.00152237 33.3330 1.0000000000 2022-12-21 22:16:12.117998
114.496667 113.958333 310 0.14226760 -0.00152053 33.3330 1.0000000000 2022-12-21 22:16:13.986888
114.498333 113.960000 311 0.14221057 -0.00151774 33.3330 1.0000000000 2022-12-21 22:16:15.883221
114.503333 113.963333 312 0.14215821 -0.00151561 33.3330 1.0000000000 2022-12-21 22:16:17.738337
114.506667 113.970000 313 0.14211367 -0.00151467 33.3330 1.0000000000 2022-12-21 22:16:19.632840
114.511667 113.986667 314 0.14206769 -0.00151316 33.3330 1.0000000000 2022-12-21 22:16:21.494520
114.520000 113.990000 315 0.14201135 -0.00151045 33.3330 1.0000000000 2022-12-21 22:16:23.364249
114.526667 113.990000 316 0.14196704 -0.00150951 33.3330 1.0000000000 2022-12-21 22:16:25.226369
114.533333 114.000000 317 0.14191109 -0.00150713 33.3330 1.0000000000 2022-12-21 22:16:27.116177
114.540000 114.010000 318 0.14185462 -0.00150522 33.3330 1.0000000000 2022-12-21 22:16:28.998161
114.545000 114.010000 319 0.14180232 -0.00150383 33.3330 1.0000000000 2022-12-21 22:16:30.854475
114.551667 114.020000 320 0.14174463 -0.00150155 33.3330 1.0000000000 2022-12-21 22:16:32.757492
114.550000 114.030000 321 0.14168860 -0.00149903 33.3330 1.0000000000 2022-12-21 22:16:34.630194
114.555000 114.030000 322 0.14162132 -0.00149731 33.3330 1.0000000000 2022-12-21 22:16:36.520203
114.561667 114.040000 323 0.14156500 -0.00149488 33.3330 1.0000000000 2022-12-21 22:16:38.381808
114.571667 114.050000 324 0.14149962 -0.00149267 33.3330 1.0000000000 2022-12-21 22:16:40.234502
114.575000 114.051667 325 0.14143855 -0.00149127 33.3330 1.0000000000 2022-12-21 22:16:42.115663
114.586667 114.060000 326 0.14137406 -0.00148889 33.3330 1.0000000000 2022-12-21 22:16:43.998108
114.591667 114.060000 327 0.14131513 -0.00148661 33.3330 1.0000000000 2022-12-21 22:16:45.853974
114.596667 114.070000 328 0.14125348 -0.00148539 33.3330 1.0000000000 2022-12-21 22:16:47.737525
114.601667 114.070000 329 0.14119499 -0.00148232 33.3330 1.0000000000 2022-12-21 22:16:49.620680
114.603333 114.080000 330 0.14114364 -0.00148116 33.3330 1.0000000000 2022-12-21 22:16:51.473972
114.601667 114.080000 331 0.14108656 -0.00147930 33.3330 1.0000000000 2022-12-21 22:16:53.376305
114.608333 114.090000 332 0.14103509 -0.00147682 33.3330 1.0000000000 2022-12-21 22:16:55.266162
114.615000 114.090000 333 0.14098418 -0.00147537 33.3330 1.0000000000 2022-12-21 22:16:57.149776
114.623333 114.101667 334 0.14093682 -0.00147436 33.3330 1.0000000000 2022-12-21 22:16:59.058683
114.630000 114.110000 335 0.14089108 -0.00147194 33.3330 1.0000000000 2022-12-21 22:17:01.001069
114.635000 114.110000 336 0.14084380 -0.00147116 33.3330 1.0000000000 2022-12-21 22:17:02.872592
114.633333 114.130000 337 0.14080468 -0.00147001 33.3330 1.0000000000 2022-12-21 22:17:04.770586
114.635000 114.130000 338 0.14075199 -0.00146798 33.3330 1.0000000000 2022-12-21 22:17:06.641794
114.641667 114.140000 339 0.14070926 -0.00146641 33.3330 1.0000000000 2022-12-21 22:17:08.537719
114.641667 114.148333 340 0.14066329 -0.00146461 33.3330 1.0000000000 2022-12-21 22:17:10.390059
114.650000 114.150000 341 0.14061131 -0.00146272 33.3330 1.0000000000 2022-12-21 22:17:12.261874
114.653333 114.158333 342 0.14056382 -0.00146159 33.3330 1.0000000000 2022-12-21 22:17:14.157889
114.665000 114.170000 343 0.14050869 -0.00145933 33.3330 1.0000000000 2022-12-21 22:17:16.061814
114.673333 114.173333 344 0.14045310 -0.00145833 33.3330 1.0000000000 2022-12-21 22:17:17.961910
114.676667 114.180000 345 0.14040261 -0.00145583 33.3330 1.0000000000 2022-12-21 22:17:19.904491
114.678333 114.180000 346 0.14034131 -0.00145412 33.3330 1.0000000000 2022-12-21 22:17:21.783101
114.683333 114.180000 347 0.14028116 -0.00145174 33.3330 1.0000000000 2022-12-21 22:17:23.678369
114.691667 114.200000 348 0.14021996 -0.00144917 33.3330 1.0000000000 2022-12-21 22:17:25.556054
114.703333 114.203333 349 0.14015508 -0.00144746 33.3330 1.0000000000 2022-12-21 22:17:27.471193
114.710000 114.210000 350 0.14009604 -0.00144579 33.3330 1.0000000000 2022-12-21 22:17:29.359892
114.721667 114.220000 351 0.14002801 -0.00144358 33.3330 1.0000000000 2022-12-21 22:17:31.307803
114.723333 114.220000 352 0.13995799 -0.00144095 33.3330 1.0000000000 2022-12-21 22:17:33.216508
114.726667 114.226667 353 0.13988566 -0.00143824 33.3330 1.0000000000 2022-12-21 22:17:35.102988
114.728333 114.230000 354 0.13981789 -0.00143598 33.3330 1.0000000000 2022-12-21 22:17:37.024363
114.745000 114.240000 355 0.13974545 -0.00143404 33.3330 1.0000000000 2022-12-21 22:17:38.959866
114.753333 114.250000 356 0.13965959 -0.00143155 33.3330 1.0000000000 2022-12-21 22:17:40.861171
114.758333 114.250000 357 0.13959774 -0.00142939 33.3330 1.0000000000 2022-12-21 22:17:42.715093
114.768333 114.260000 358 0.13953095 -0.00142731 33.3330 1.0000000000 2022-12-21 22:17:44.623460
114.771667 114.270000 359 0.13945521 -0.00142516 33.3330 1.0000000000 2022-12-21 22:17:46.525239
114.770000 114.270000 360 0.13939849 -0.00142258 33.3330 1.0000000000 2022-12-21 22:17:48.425594
114.776667 114.276667 361 0.13932276 -0.00142010 33.3330 1.0000000000 2022-12-21 22:17:50.365748
114.785000 114.280000 362 0.13926844 -0.00141870 33.3330 1.0000000000 2022-12-21 22:17:52.250311
114.786667 114.290000 363 0.13920742 -0.00141586 33.3330 1.0000000000 2022-12-21 22:17:54.115313
114.796667 114.291667 364 0.13913977 -0.00141429 33.3330 1.0000000000 2022-12-21 22:17:56.008296
114.803333 114.310000 365 0.13907872 -0.00141258 33.3330 1.0000000000 2022-12-21 22:17:57.869178
114.808333 114.313333 366 0.13903418 -0.00141056 33.3330 1.0000000000 2022-12-21 22:17:59.750304
114.818333 114.320000 367 0.13896307 -0.00140874 33.3330 1.0000000000 2022-12-21 22:18:01.619303
114.821667 114.330000 368 0.13889485 -0.00140628 33.3330 1.0000000000 2022-12-21 22:18:03.529649
114.830000 114.330000 369 0.13882397 -0.00140383 33.3330 1.0000000000 2022-12-21 22:18:05.428171
114.836667 114.335000 370 0.13874813 -0.00140144 33.3330 1.0000000000 2022-12-21 22:18:07.331712
114.846667 114.340000 371 0.13867075 -0.00139871 33.3330 1.0000000000 2022-12-21 22:18:09.269747
114.856667 114.350000 372 0.13858712 -0.00139660 33.3330 1.0000000000 2022-12-21 22:18:11.151373
114.861667 114.356667 373 0.13850943 -0.00139374 33.3330 1.0000000000 2022-12-21 22:18:13.028887
114.866667 114.363333 374 0.13843193 -0.00139201 33.3330 1.0000000000 2022-12-21 22:18:14.910025
114.873333 114.361667 375 0.13837071 -0.00138959 33.3330 1.0000000000 2022-12-21 22:18:16.778772
114.875000 114.370000 376 0.13831446 -0.00138698 33.3330 1.0000000000 2022-12-21 22:18:18.649981
114.883333 114.378333 377 0.13825129 -0.00138575 33.3330 1.0000000000 2022-12-21 22:18:20.524669
114.886667 114.380000 378 0.13817860 -0.00138352 33.3330 1.0000000000 2022-12-21 22:18:22.430708
114.891667 114.390000 379 0.13811090 -0.00138047 33.3330 1.0000000000 2022-12-21 22:18:24.287646
114.893333 114.400000 380 0.13805311 -0.00137896 33.3330 1.0000000000 2022-12-21 22:18:26.159963
114.905000 114.400000 381 0.13798895 -0.00137824 33.3330 1.0000000000 2022-12-21 22:18:28.027089
114.910000 114.410000 382 0.13793812 -0.00137563 33.3330 1.0000000000 2022-12-21 22:18:29.935458
114.916667 114.420000 383 0.13788588 -0.00137398 33.3330 1.0000000000 2022-12-21 22:18:31.791569
114.928333 114.425000 384 0.13781829 -0.00137209 33.3330 1.0000000000 2022-12-21 22:18:33.689965
114.931667 114.430000 385 0.13775725 -0.00137025 33.3330 1.0000000000 2022-12-21 22:18:35.583927
114.931667 114.440000 386 0.13768945 -0.00136753 33.3330 1.0000000000 2022-12-21 22:18:37.503828
114.936667 114.441667 387 0.13762613 -0.00136593 33.3330 1.0000000000 2022-12-21 22:18:39.437642
114.945000 114.450000 388 0.13755681 -0.00136363 33.3330 1.0000000000 2022-12-21 22:18:41.340431
114.955000 114.453333 389 0.13749040 -0.00136169 33.3330 1.0000000000 2022-12-21 22:18:43.204851
114.960000 114.460000 390 0.13743081 -0.00135981 33.3330 1.0000000000 2022-12-21 22:18:45.084660
114.966667 114.470000 391 0.13736941 -0.00135764 33.3330 1.0000000000 2022-12-21 22:18:46.949316
114.973333 114.470000 392 0.13731176 -0.00135642 33.3330 1.0000000000 2022-12-21 22:18:48.815911
114.973333 114.478333 393 0.13725101 -0.00135359 33.3330 1.0000000000 2022-12-21 22:18:50.673350
114.980000 114.490000 394 0.13718219 -0.00135138 33.3330 1.0000000000 2022-12-21 22:18:52.573973
114.983333 114.490000 395 0.13712079 -0.00134948 33.3330 1.0000000000 2022-12-21 22:18:54.448473
114.988333 114.500000 396 0.13706139 -0.00134757 33.3330 1.0000000000 2022-12-21 22:18:56.320939
114.995000 114.500000 397 0.13698475 -0.00134553 33.3330 1.0000000000 2022-12-21 22:18:58.182088
115.005000 114.510000 398 0.13692843 -0.00134368 33.3330 1.0000000000 2022-12-21 22:19:00.059863
115.011667 114.510000 399 0.13685938 -0.00134199 33.3330 1.0000000000 2022-12-21 22:19:01.943153
115.015000 114.521667 400 0.13680447 -0.00134056 33.3330 1.0000000000 2022-12-21 22:19:03.828983
115.023333 114.530000 401 0.13674941 -0.00133824 33.3330 1.0000000000 2022-12-21 22:19:05.728232
115.023333 114.530000 402 0.13668469 -0.00133649 33.3330 1.0000000000 2022-12-21 22:19:07.639839
115.028333 114.540000 403 0.13662523 -0.00133397 33.3330 1.0000000000 2022-12-21 22:19:09.583315
115.031667 114.550000 404 0.13657285 -0.00133298 33.3330 1.0000000000 2022-12-21 22:19:11.475988
115.038333 114.550000 405 0.13653106 -0.00133099 33.3330 1.0000000000 2022-12-21 22:19:13.335379
115.046667 114.555000 406 0.13647706 -0.00132967 33.3330 1.0000000000 2022-12-21 22:19:15.231130
115.053333 114.570000 407 0.13643387 -0.00132792 33.3330 1.0000000000 2022-12-21 22:19:17.131994
115.063333 114.570000 408 0.13637127 -0.00132628 33.3330 1.0000000000 2022-12-21 22:19:19.001050
115.065000 114.575000 409 0.13630769 -0.00132452 33.3330 1.0000000000 2022-12-21 22:19:20.870871
115.065000 114.580000 410 0.13624075 -0.00132204 33.3330 1.0000000000 2022-12-21 22:19:22.789942
115.070000 114.590000 411 0.13618350 -0.00132007 33.3330 1.0000000000 2022-12-21 22:19:24.747737
115.075000 114.598333 412 0.13613102 -0.00131867 33.3330 1.0000000000 2022-12-21 22:19:26.632258
115.085000 114.600000 413 0.13605866 -0.00131687 33.3330 1.0000000000 2022-12-21 22:19:28.532790
115.093333 114.618333 414 0.13599917 -0.00131510 33.3330 1.0000000000 2022-12-21 22:19:30.414120
115.100000 114.623333 415 0.13594605 -0.00131346 33.3330 1.0000000000 2022-12-21 22:19:32.274971
115.106667 114.630000 416 0.13588655 -0.00131104 33.3330 1.0000000000 2022-12-21 22:19:34.146436
115.110000 114.630000 417 0.13582254 -0.00130870 33.3330 1.0000000000 2022-12-21 22:19:36.008223
115.116667 114.640000 418 0.13575616 -0.00130654 33.3330 1.0000000000 2022-12-21 22:19:37.893928
115.116667 114.640000 419 0.13569057 -0.00130489 33.3330 1.0000000000 2022-12-21 22:19:39.773654
115.123333 114.640000 420 0.13562906 -0.00130276 33.3330 1.0000000000 2022-12-21 22:19:41.670555
115.128333 114.650000 421 0.13556518 -0.00130146 33.3330 1.0000000000 2022-12-21 22:19:43.573820
115.141667 114.663333 422 0.13551421 -0.00129982 33.3330 1.0000000000 2022-12-21 22:19:45.522021
115.146667 114.670000 423 0.13545606 -0.00129804 33.3330 1.0000000000 2022-12-21 22:19:47.409651
115.150000 114.676667 424 0.13539438 -0.00129564 33.3330 1.0000000000 2022-12-21 22:19:49.283472
115.151667 114.680000 425 0.13534900 -0.00129397 33.3330 1.0000000000 2022-12-21 22:19:51.173423
115.151667 114.690000 426 0.13527876 -0.00129185 33.3330 1.0000000000 2022-12-21 22:19:53.072781
115.161667 114.690000 427 0.13522824 -0.00128988 33.3330 1.0000000000 2022-12-21 22:19:54.974777
115.166667 114.700000 428 0.13517863 -0.00128875 33.3330 1.0000000000 2022-12-21 22:19:56.894564
115.178333 114.705000 429 0.13512255 -0.00128745 33.3330 1.0000000000 2022-12-21 22:19:58.810998
115.181667 114.710000 430 0.13506594 -0.00128568 33.3330 1.0000000000 2022-12-21 22:20:00.695913
115.185000 114.720000 431 0.13500798 -0.00128395 33.3330 1.0000000000 2022-12-21 22:20:02.559693
115.186667 114.730000 432 0.13495881 -0.00128236 33.3330 1.0000000000 2022-12-21 22:20:04.447203
115.193333 114.730000 433 0.13490200 -0.00128041 33.3330 1.0000000000 2022-12-21 22:20:06.314020
115.196667 114.730000 434 0.13484571 -0.00127900 33.3330 1.0000000000 2022-12-21 22:20:08.201258
115.203333 114.743333 435 0.13478368 -0.00127698 33.3330 1.0000000000 2022-12-21 22:20:10.053753
115.211667 114.750000 436 0.13473258 -0.00127571 33.3330 1.0000000000 2022-12-21 22:20:11.949695
115.220000 114.760000 437 0.13467364 -0.00127329 33.3330 1.0000000000 2022-12-21 22:20:13.840221
115.226667 114.770000 438 0.13461231 -0.00127215 33.3330 1.0000000000 2022-12-21 22:20:15.714849
115.238333 114.771667 439 0.13454751 -0.00127046 33.3330 1.0000000000 2022-12-21 22:20:17.571956
115.248333 114.780000 440 0.13447461 -0.00126729 33.3330 1.0000000000 2022-12-21 22:20:19.494506
115.255000 114.790000 441 0.13439310 -0.00126545 33.3330 1.0000000000 2022-12-21 22:20:21.376379
115.260000 114.795000 442 0.13429951 -0.00126237 33.3330 1.0000000000 2022-12-21 22:20:23.280774
115.266667 114.800000 443 0.13421068 -0.00125973 33.3330 1.0000000000 2022-12-21 22:20:25.139298
115.276667 114.806667 444 0.13412623 -0.00125747 33.3330 1.0000000000 2022-12-21 22:20:27.095243
115.290000 114.810000 445 0.13403593 -0.00125472 33.3330 1.0000000000 2022-12-21 22:20:28.970527
115.298333 114.820000 446 0.13394499 -0.00125223 33.3330 1.0000000000 2022-12-21 22:20:30.851355
115.310000 114.820000 447 0.13386827 -0.00124946 33.3330 1.0000000000 2022-12-21 22:20:32.714456
115.308333 114.820000 448 0.13378277 -0.00124699 33.3330 1.0000000000 2022-12-21 22:20:34.598994
115.315000 114.830000 449 0.13371298 -0.00124484 33.3330 1.0000000000 2022-12-21 22:20:36.457506
115.320000 114.840000 450 0.13364381 -0.00124226 33.3330 1.0000000000 2022-12-21 22:20:38.339803
115.321667 114.840000 451 0.13356723 -0.00123964 33.3330 1.0000000000 2022-12-21 22:20:40.225210
115.326667 114.853333 452 0.13350513 -0.00123867 33.3330 1.0000000000 2022-12-21 22:20:42.114501
115.335000 114.853333 453 0.13343933 -0.00123608 33.3330 1.0000000000 2022-12-21 22:20:43.982349
115.346667 114.860000 454 0.13337663 -0.00123433 33.3330 1.0000000000 2022-12-21 22:20:45.888440
115.351667 114.866667 455 0.13330617 -0.00123200 33.3330 1.0000000000 2022-12-21 22:20:47.755314
115.355000 114.870000 456 0.13324831 -0.00123080 33.3330 1.0000000000 2022-12-21 22:20:49.645218
115.361667 114.875000 457 0.13319349 -0.00122917 33.3330 1.0000000000 2022-12-21 22:20:51.538074
115.365000 114.890000 458 0.13313152 -0.00122734 33.3330 1.0000000000 2022-12-21 22:20:53.490196
115.368333 114.890000 459 0.13307212 -0.00122551 33.3330 1.0000000000 2022-12-21 22:20:55.376630
115.376667 114.900000 460 0.13301525 -0.00122345 33.3330 1.0000000000 2022-12-21 22:20:57.280264
115.385000 114.910000 461 0.13294928 -0.00122197 33.3330 1.0000000000 2022-12-21 22:20:59.178984
115.393333 114.916667 462 0.13288970 -0.00122042 33.3330 1.0000000000 2022-12-21 22:21:01.082143
115.398333 114.920000 463 0.13282414 -0.00121812 33.3330 1.0000000000 2022-12-21 22:21:02.993756
115.401667 114.930000 464 0.13276263 -0.00121648 33.3330 1.0000000000 2022-12-21 22:21:04.899985
115.401667 114.930000 465 0.13269556 -0.00121406 33.3330 1.0000000000 2022-12-21 22:21:06.825663
